"","Enrichment.FDR","nGenes","Pathway.Genes","Fold.Enrichment","Pathway","URL","Genes","cluster"
"24",2.42559997726018e-24,83,407,3.86448232744529,"GO:0042742 Defense response to bacterium ","https://amigo.geneontology.org/amigo/term/GO:0042742"," NPR1  AT1G70130  AP4.3A  RLK  AT3G45330  AT3G59750  AT4G02410  CRK31  CRK6  CRK10  CRK14  CRK15  CRK19  CRK20  AT4G28350  AT4G29050  LECRKA4.1  NPR3  AT5G60270  AT5G60310  CERK1  MEK1  CPK28  HWI1  WRKY17  AT3G10930  CAF1a  CYP83B1  WRKY11  WRKY18  NHL3  SR1  ADR1-L2  AT5G25440  NIMIN1  CRT3  APK2A  ABA3  CLH1  IOS1  ALA3  KTI1  SARD1  RIPK  IRE1A  SDF2  EULS3  HSPRO2  WRKY54  PEN2  WRKY46  SDR3  NDR1  RIN4  AT3G28450  EDS1  PRXCB  ZAR1  PAD4  EXO70H1  WRKY70  SIB1  AT3G57730  AT3G57750  SAG21  GSL05  NUDT7  AT4G13040  AT4G22305  GSH1  RPS2  HSC70-1  SAG101  WRKY38  DMR6  AT5G44585  AT5G45410  PTR3  HSP90.1  HSP81-2  EXO70B1  AT5G62570  TGA1","2"
"25",5.25769247534389e-28,101,509,3.76020250039751,"GO:0009617 Response to bacterium ","https://amigo.geneontology.org/amigo/term/GO:0009617"," NPR1  AT1G70130  AP4.3A  RLK  AT3G45330  AT3G59750  AT4G02410  CRK31  CRK6  CRK10  CRK14  CRK15  CRK19  CRK20  AT4G28350  AT4G29050  LECRKA4.1  NPR3  AT5G60270  AT5G60310  OPCL1  SARD1  CERK1  PCC1  PAD4  MEK1  EFR  CPK28  AT2G46170  TGA9  PMEPCRA  AIG1  IOS1  FBS1  HWI1  KTI1  WRKY17  AT2G26440  WRKY46  AT3G10930  CAF1a  MPK3  EXO70H1  WRKY70  BG3  CPK31  AT4G10500  CYP83B1  WRKY11  WRKY18  FER1  NHL3  TGA10  DMR6  VDAC4  VDAC2  SR1  CNGC11  ADR1-L2  AT5G25440  NIMIN1  CRT3  APK2A  ABA3  CLH1  ALA3  RIPK  IRE1A  SDF2  EULS3  HSPRO2  WRKY54  PEN2  SDR3  NDR1  RIN4  AT3G28450  EDS1  PRXCB  ZAR1  SIB1  AT3G57730  AT3G57750  SAG21  GSL05  NUDT7  AT4G13040  AT4G22305  GSH1  RPS2  HSC70-1  SAG101  WRKY38  AT5G44585  AT5G45410  PTR3  HSP90.1  HSP81-2  EXO70B1  AT5G62570  TGA1","2"
"26",3.05600180644976e-23,154,1185,2.46269150851117,"GO:0098542 Defense response to other organism ","https://amigo.geneontology.org/amigo/term/GO:0098542"," NSL1  AT1G61430  NPR1  AT1G70130  PUX2  AP4.3A  RLK  HCHIB  CES101  AT3G45330  AT3G59750  AT4G02410  CRK31  CRK6  CRK10  CRK14  CRK15  CRK19  CRK20  SGT1A  AT4G28350  AT4G29050  LECRKA4.1  NPR3  AT5G60270  AT5G60310  AT3G48080  EDS1  PAD4  SAG101  PP2-A5  CERK1  OSM34  MEK1  CYP83B1  AT5G52810  PROPEP1  CPK28  AT1G01440  NIMIN1  PMEPCRA  SARD1  SDR3  NDR1  MKK5  RIN4  MPK3  HR3  AGF2  MPK4  MEKK1  NHL22  RPS2  MKK2  ADR1-L2  AT5G05190  NHL3  HSP90.1  AT5G55450  HSP81-3  HSP81-2  FMO  AT1G14200  HWI1  PR5  PR1  WRKY17  AT3G10930  CAF1a  BGL2  EP1  WRKY11  WRKY18  RRTF1  APG7  AT5G52020  ABR1  AT2G21120  SR1  AT5G25440  AT1G02660  GRXS13  ORA59  CRT3  MLO2  APK2A  ABA3  CLH1  WAK1  PUB17  TRX5  AT1G49050  PUB26  IOS1  ALA3  AT1G59970  KTI1  PSKR1  RIPK  IRE1A  SDF2  ATL9  AT2G38240  AT2G38870  EULS3  MLO12  HSPRO2  WRKY54  PEN2  WRKY46  SYP43  AT3G14840  MKS1  PCC1  AT3G23170  AT3G28450  AAE3  PRXCB  NAC062  ZAR1  EXO70H1  WRKY70  SIB1  AT3G57730  AT3G57750  AT3G62590  ATERDJ3B  BIL4  GG1  SAG21  GSL05  AT4G10500  NUDT7  AT4G13040  AT4G22305  GSH1  AT4G24970  HSC70-1  AT5G03320  EFR  WRKY38  DMR6  AT5G39580  NAC6  AT5G44585  AT5G45410  PTR3  RBOHD  ANK  EXO70B1  ERF104  AT5G62570  AT5G64120  TGA1","2"
"27",8.246874340965e-28,190,1489,2.41805706410338,"GO:0043207 Response to external biotic stimulus ","https://amigo.geneontology.org/amigo/term/GO:0043207"," CNBT1  YSL3  NSL1  AT1G61430  NPR1  AT1G70130  PUX2  AP4.3A  RLK  HCHIB  CES101  AT3G45330  AT3G59750  AT4G02410  CRK31  CRK6  CRK10  CRK14  CRK15  CRK19  CRK20  SGT1A  AT4G28350  AT4G29050  LECRKA4.1  NPR3  AT5G60270  AT5G60310  AT3G48080  EDS1  PAD4  SAG101  OPCL1  AT1G25275  PP2-A5  SARD1  CERK1  PCC1  OSM34  MEK1  CYP83B1  EFR  AT5G52810  PROPEP1  CPK28  AT1G01440  NIMIN1  PMEPCRA  AT1G58602  AT2G46170  SDR3  NDR1  MKK5  RIN4  MPK3  HR3  ZAR1  AGF2  MPK4  MEKK1  NHL22  RPS2  MKK2  ADR1-L2  AT5G05190  NHL3  NCBP  HSP90.1  AT5G55450  HSP81-3  HSP81-2  AT1G02360  TGA9  FMO  AT1G14200  LOX3  WAK1  AIG1  IOS1  FBS1  GPT2  HWI1  KTI1  PR5  PR1  RKP  WRKY17  AT2G26440  WRKY46  AT3G10930  BSMT1  ABCC7  CAF1a  YLS2  AT3G51440  EXO70H1  WRKY70  BG3  BGL2  AT4G01700  SAG21  CPK31  AT4G10500  ERF6  EP1  WRKY11  WRKY18  RRTF1  FER1  HSC70-1  TGA10  AT5G17350  DMR6  AT5G37840  APG7  AT5G52020  NOI  VDAC4  COBL5  SNAP33  ABR1  VDAC2  AT2G21120  SR1  CNGC11  AT5G25440  AT1G02660  GRXS13  ORA59  CRT3  MLO2  APK2A  ABA3  CLH1  PUB17  TRX5  AT1G49050  PUB26  ALA3  AT1G59970  RFO1  PSKR1  RIPK  IRE1A  SDF2  ATL9  AT2G38240  AT2G38870  EULS3  MLO12  HSPRO2  WRKY54  PEN2  SYP43  AT3G14840  MKS1  AT3G23170  AT3G28450  AAE3  PRXCB  NAC062  SIB1  AT3G57730  AT3G57750  AT3G62590  ATERDJ3B  BIL4  GG1  GSL05  NUDT7  AT4G13040  NIG  AT4G22305  GSH1  AT4G24970  AT5G03320  WRKY38  AT5G39580  NAC6  AT5G44585  AT5G45410  PTR3  RBOHD  ANK  EXO70B1  ERF104  AT5G62570  AT5G64120  TGA1  PERK1","2"
"28",8.246874340965e-28,190,1489,2.41805706410338,"GO:0051707 Response to other organism ","https://amigo.geneontology.org/amigo/term/GO:0051707"," CNBT1  YSL3  NSL1  AT1G61430  NPR1  AT1G70130  PUX2  AP4.3A  RLK  HCHIB  CES101  AT3G45330  AT3G59750  AT4G02410  CRK31  CRK6  CRK10  CRK14  CRK15  CRK19  CRK20  SGT1A  AT4G28350  AT4G29050  LECRKA4.1  NPR3  AT5G60270  AT5G60310  AT3G48080  EDS1  PAD4  SAG101  OPCL1  AT1G25275  PP2-A5  SARD1  CERK1  PCC1  OSM34  MEK1  CYP83B1  EFR  AT5G52810  PROPEP1  CPK28  AT1G01440  NIMIN1  PMEPCRA  AT1G58602  AT2G46170  SDR3  NDR1  MKK5  RIN4  MPK3  HR3  ZAR1  AGF2  MPK4  MEKK1  NHL22  RPS2  MKK2  ADR1-L2  AT5G05190  NHL3  NCBP  HSP90.1  AT5G55450  HSP81-3  HSP81-2  AT1G02360  TGA9  FMO  AT1G14200  LOX3  WAK1  AIG1  IOS1  FBS1  GPT2  HWI1  KTI1  PR5  PR1  RKP  WRKY17  AT2G26440  WRKY46  AT3G10930  BSMT1  ABCC7  CAF1a  YLS2  AT3G51440  EXO70H1  WRKY70  BG3  BGL2  AT4G01700  SAG21  CPK31  AT4G10500  ERF6  EP1  WRKY11  WRKY18  RRTF1  FER1  HSC70-1  TGA10  AT5G17350  DMR6  AT5G37840  APG7  AT5G52020  NOI  VDAC4  COBL5  SNAP33  ABR1  VDAC2  AT2G21120  SR1  CNGC11  AT5G25440  AT1G02660  GRXS13  ORA59  CRT3  MLO2  APK2A  ABA3  CLH1  PUB17  TRX5  AT1G49050  PUB26  ALA3  AT1G59970  RFO1  PSKR1  RIPK  IRE1A  SDF2  ATL9  AT2G38240  AT2G38870  EULS3  MLO12  HSPRO2  WRKY54  PEN2  SYP43  AT3G14840  MKS1  AT3G23170  AT3G28450  AAE3  PRXCB  NAC062  SIB1  AT3G57730  AT3G57750  AT3G62590  ATERDJ3B  BIL4  GG1  GSL05  NUDT7  AT4G13040  NIG  AT4G22305  GSH1  AT4G24970  AT5G03320  WRKY38  AT5G39580  NAC6  AT5G44585  AT5G45410  PTR3  RBOHD  ANK  EXO70B1  ERF104  AT5G62570  AT5G64120  TGA1  PERK1","2"
"29",8.246874340965e-28,192,1510,2.4095277028316,"GO:0044419 Biological proc. involved in interspecies interaction between organisms ","https://amigo.geneontology.org/amigo/term/GO:0044419"," CNBT1  YSL3  NSL1  AT1G61430  NPR1  AT1G70130  PUX2  AP4.3A  RLK  HCHIB  CES101  AT3G45330  AT3G59750  AT4G02410  CRK31  CRK6  CRK10  CRK14  CRK15  CRK19  CRK20  SGT1A  AT4G28350  AT4G29050  LECRKA4.1  NPR3  AT5G60270  AT5G60310  AT3G48080  EDS1  PAD4  SAG101  OPCL1  AT1G25275  PP2-A5  SARD1  CERK1  PCC1  OSM34  MEK1  CYP83B1  P58IPK  EFR  AT5G52810  PROPEP1  CPK28  AT1G01440  NIMIN1  PMEPCRA  AT1G58602  AT2G46170  SDR3  NDR1  MKK5  RIN4  MPK3  HR3  ZAR1  AGF2  MPK4  MEKK1  NHL22  RPS2  MKK2  ADR1-L2  AT5G05190  NHL3  NCBP  HSP90.1  AT5G55450  HSP81-3  HSP81-2  AT1G02360  TGA9  FMO  AT1G14200  LOX3  WAK1  AIG1  IOS1  FBS1  GPT2  HWI1  KTI1  PR5  PR1  RKP  WRKY17  AT2G26440  WRKY46  AT3G10930  BSMT1  ABCC7  CAF1a  YLS2  AT3G51440  EXO70H1  WRKY70  BG3  BGL2  AT4G01700  SAG21  CPK31  AT4G10500  ERF6  EP1  WRKY11  WRKY18  RRTF1  FER1  HSC70-1  TGA10  AT5G17350  DMR6  AT5G37840  APG7  AT5G52020  NOI  VDAC4  COBL5  SNAP33  ABR1  VDAC2  AT2G21120  SR1  CNGC11  AT5G25440  AT1G02660  GRXS13  ORA59  CRT3  MLO2  APK2A  ABA3  CLH1  PUB17  TRX5  AT1G49050  PUB26  ALA3  AT1G59970  RFO1  PSKR1  RIPK  IRE1A  SDF2  ATL9  AT2G38240  AT2G38870  EULS3  MLO12  HSPRO2  WRKY54  PEN2  SYP43  OBE1  AT3G14840  MKS1  AT3G23170  AT3G28450  AAE3  PRXCB  NAC062  SIB1  AT3G57730  AT3G57750  AT3G62590  ATERDJ3B  BIL4  GG1  GSL05  NUDT7  AT4G13040  NIG  AT4G22305  GSH1  AT4G24970  AT5G03320  WRKY38  AT5G39580  NAC6  AT5G44585  AT5G45410  PTR3  RBOHD  ANK  EXO70B1  ERF104  AT5G62570  AT5G64120  TGA1  PERK1","2"
"30",3.17137261878266e-20,146,1174,2.35663542272792,"GO:0006468 Protein phosphorylation ","https://amigo.geneontology.org/amigo/term/GO:0006468"," WAKL2  CDPK2  AT1G68330  CRK2  MPK17  CPK6  PERK1  MEKK1  CIPK8  CTR1  SK13  AT5G24430  AT5G38210  AT1G03740  AT1G11300  AT1G11330  AT1G28390  AT1G61430  RK1  PERK9  AT1G70740  AT1G71530  CPK30  CRCK3  SIP4  CIPK22  RKF3  CES101  CPK32  CRK41  CRK37  CRK38  CPK31  CPK4  CRK31  RK3  CRK28  CRK29  CRK6  CRK10  CRK14  CRK15  CRK19  CRK20  CBSX5  CPK5  AT5G09890  CPK7  CRLK2  AT5G38990  WNK8  AT5G42440  AT5G44290  CRLK1  AT5G59700  CPK28  MAPKKK13  AT1G51850  SERK1  RIPK  PI4K GAMMA 4  CERK1  RIN4  MPK3  MAPKKK20  MPK4  SD2-5  AT5G25440  AT5G49760  AT1G06840  AT1G11050  APK2A  WAK1  WAK2  AT1G26970  AT1G34300  AT1G34420  AT1G35710  AT1G51790  IOS1  AT1G51820  AT1G51860  AT1G56130  AT1G65250  AT1G66920  AT1G67470  AT1G69910  AT1G70130  CRK3  AT1G78940  RFO1  PSKR1  SERK4  Kin3  IRE1A  AT2G19130  AT2G23450  AT2G28940  AP4.3A  RLK  ERS1  LYK2  AT3G02880  AT3G14840  AT3G17410  GPK1  MKK5  AT3G24715  AT3G28450  AT3G45330  AT3G57640  AT3G57700  AT3G57730  AT3G57740  AT3G57750  AT3G57760  AT3G59750  AT4G02410  MEKK3  AT4G08850  CRK24  MEK1  AT4G28350  AT4G29050  MKK2  CST  LECRKA4.1  LECRKA4.2  AT5G01950  AT5G03320  EFR  SK 11  AT5G35370  AT5G35960  AT5G38250  AT5G39020  AT5G39390  AT5G41680  AT5G41730  AT5G51770  AT5G57035  CRCK1  AT5G59680  AT5G60270  AT5G60310  AT5G65240","2"
"31",3.41822989767915e-25,201,1707,2.23136274984872,"GO:0006952 Defense response ","https://amigo.geneontology.org/amigo/term/GO:0006952"," NSL1  AT1G61430  NPR1  AT1G70130  TIFY10B  PR5  PUX2  AP4.3A  JAZ7  RLK  HCHIB  CES101  AT3G45330  AT3G59750  AT4G02410  CRK31  OSM34  CRK6  CRK10  CRK14  CRK15  CRK19  CRK20  SGT1A  AT4G28350  AT4G29050  LECRKA4.1  NPR3  AT5G60270  AT5G60310  AT3G48080  EDS1  PAD4  SAG101  PP2-A5  CERK1  MEK1  CYP83B1  AT5G52810  EXO70B1  PROPEP1  CPK28  AT1G01440  NIMIN1  MLO2  PMEPCRA  APK2A  AT1G17610  CLH1  AT1G26970  AT1G31540  RAP2.6  IOS1  AT1G56540  AT1G58602  ALA3  AT1G63350  AT1G63750  AT1G67470  HWI1  AT1G72910  AT1G72920  AT1G72940  KTI1  SARD1  RIPK  PR1  AT2G16870  LYM2  Kin3  SR1  SDF2  ERF15  ATL9  AT2G38240  MLO12  PLP6  HSPRO2  WRKY54  AT2G43620  PEN2  WRKY46  SDR3  ERF71  SYP43  BSMT1  MKS1  NDR1  MKK5  PCC1  RIN4  AT3G26020  AT3G28450  AT3G44400  MPK3  AAE3  HR3  ZAR1  EXO70H1  AGF2  WRKY70  SIB1  BGL2  AT3G57750  AT3G62780  BIL4  GG1  WRKY22  MPK4  SAG21  MEKK1  NHL22  AT4G10500  ERF6  AT4G19520  AT4G22305  GSH1  AT4G24970  MC2  RPS2  MKK2  DGK7  WRKY11  AT4G34180  AT4G36150  HSC70-1  AT5G03320  ADR1-L2  AT5G05190  NHL3  EFR  AT5G22690  DMR6  AT5G38340  AT5G41740  AT5G45440  AT5G45500  RBOHD  AT5G51630  HSP90.1  MLO11  ANK  AT5G55450  HSP81-3  HSP81-2  AT5G66070  FMO  AT1G14200  AT1G58420  SOT12  WRKY17  GSTF8  AT3G10930  CAF1a  EP1  WRKY18  RRTF1  APG7  AT5G52020  ABR1  PSKR1  AT2G21120  CNGC11  AT5G25440  AT1G02660  GRXS13  ORA59  CRT3  ABA3  WAK1  PUB17  TRX5  AT1G49050  PUB26  AT1G59970  IRE1A  AT2G38870  EULS3  WRKY58  PTF1  OBE1  AT3G14840  AT3G23170  PRXCB  NAC062  AT3G57730  AT3G62590  ATERDJ3B  GSL05  NUDT7  AT4G13040  WRKY38  AT5G39580  NAC6  AT5G44585  AT5G45410  PTR3  ERF104  AT5G62570  AT5G64120  TGA1","2"
"32",2.16915347225687e-20,176,1546,2.15730137688836,"GO:0016310 Phosphorylation ","https://amigo.geneontology.org/amigo/term/GO:0016310"," WAKL2  CDPK2  AT1G68330  CRK2  MPK17  CPK6  PERK1  MEKK1  CIPK8  CTR1  SK13  AT5G24430  AT5G38210  AT1G03740  AT1G11300  AT1G11330  AT1G28390  AT1G61430  RK1  PERK9  AT1G70740  AT1G71530  CPK30  CRCK3  SIP4  CIPK22  RKF3  CES101  CPK32  CRK41  CRK37  CRK38  CPK31  CPK4  CRK31  RK3  CRK28  CRK29  SPHK2  SPHK1  CRK6  CRK10  CRK14  CRK15  CRK19  CRK20  CBSX5  CPK5  AT5G09890  CPK7  CRLK2  AT5G38990  WNK8  AT5G42440  AT5G44290  ACD5  CRLK1  AT5G59700  CPK28  MAPKKK13  AT1G51850  SERK1  RIPK  PI4K GAMMA 4  CERK1  RIN4  MPK3  MAPKKK20  MPK4  SD2-5  AT5G25440  AT5G49760  TPK1  ERS2  AT1G06840  AT1G11050  APK2A  WAK1  WAK2  AT1G26970  PRS2  AT1G34300  AT1G34420  AT1G35710  AT1G36990  AT1G51790  IOS1  AT1G51820  AT1G51860  RSH3  AT1G56130  PANK1  AT1G65250  AT1G66920  AT1G67470  AT1G69910  AT1G70130  CRK3  AT1G78940  RFO1  PSKR1  SERK4  Kin3  IRE1A  AT2G19130  AT2G23450  AT2G28940  AT2G31390  AP4.3A  ADK  RLK  ERS1  GLCAK  LYK2  AT3G02880  AT3G04050  EIN4  TK1a  AT3G14840  AT3G15680  AT3G17410  GPK1  ATHXK4  NADK1  MKK5  AT3G24715  AT3G28450  AT3G45040  AT3G45330  AT3G46280  AT3G49160  AT3G56600  AT3G57640  AT3G57700  AT3G57730  AT3G57740  AT3G57750  AT3G57760  AT3G59750  AT4G00300  AT4G00955  AT4G02410  MEKK3  AT4G08850  CRK24  AT4G24970  MEK1  AT4G28350  AT4G29050  MKK2  DGK7  AT4G33770  CST  LECRKA4.1  LECRKA4.2  AT5G01950  AT5G03320  EFR  SK 11  AT5G35370  AT5G35960  AT5G38250  AT5G39020  AT5G39390  AT5G41680  AT5G41730  AT5G51770  AT5G56350  AT5G57035  Mik  CRCK1  AT5G59680  AT5G60270  AT5G60310  AT5G62770  AT5G65240","2"
"33",1.04543755506467e-21,228,2191,1.97196912922863,"GO:0006796 Phosphate-containing compound metabolic proc. ","https://amigo.geneontology.org/amigo/term/GO:0006796"," WAKL2  CDPK2  AT1G68330  CRK2  MPK17  CPK6  PERK1  MEKK1  CIPK8  CTR1  SK13  AT5G24430  AT5G38210  TPK1  AT1G03740  PLL5  AT1G11300  AT1G11330  GAPCP-2  AT1G28390  PRS2  AT1G34750  5PTASE11  AT1G48040  ATHAL3B  PANK1  AT1G61430  RK1  DIN9  PIS1  PERK9  PP2A  AT1G70740  AT1G71530  ENO1  CPK30  CRCK3  AT2G20420  NAPRT2  SIP4  CNX2  CIPK22  PP2C5  AT2G45290  RKF3  RGP1  AT3G02360  AT3G04050  APY1  CES101  ATHXK4  NADK1  GFAT  AT3G45040  AT3G49160  FBA8  CPK32  SPP1  AT3G62260  PLDBETA2  CRK41  CRK37  CRK38  CPK31  CPK4  CRK31  PLDGAMMA3  PSD1  AT4G19180  RK3  CRK28  CRK29  SPHK2  SPHK1  CRK6  CRK10  CRK14  CRK15  CRK19  CRK20  AT4G24160  CBSX5  AT4G31860  THY-2  ASE2  CPK5  FBA4  MTM2  AT5G04980  AT5G09890  CPK7  G6PD2  CRLK2  DRT101  PGL5  AT5G38990  GDPD2  WNK8  AT5G42440  AT5G44290  QS  ACD5  CRLK1  AT5G56350  PSD2  Mik  AT5G59700  AT5G64090  CPK28  MAPKKK13  AT1G51850  SERK1  RIPK  PI4K GAMMA 4  CERK1  RIN4  MPK3  MAPKKK20  MPK4  AT4G22305  SD2-5  AT5G25440  AT5G49760  ERS2  PFA-DSP1  AT1G06840  AT1G11050  APK2A  ABA3  GER2  WAK1  WAK2  AT1G26970  AT1G34300  AT1G34420  AT1G35710  AT1G36990  AT1G51790  IOS1  AT1G51820  AT1G51860  RSH3  AT1G56130  AT1G65250  AT1G66920  AT1G67470  AT1G69910  AT1G70130  CRK3  GER1  HMG1  AT1G78940  RFO1  PSKR1  SERK4  Kin3  IRE1A  AT2G19130  AT2G23450  AT2G28940  AT2G31390  AP4.3A  ADK  RLK  ERS1  GLCAK  LYK2  AT3G02880  EIN4  TK1a  AT3G14840  AT3G15680  AT3G17410  GPK1  MKK5  AT3G24715  AT3G28450  AT3G45330  AT3G46280  AT3G56600  AT3G57640  AT3G57700  AT3G57730  AT3G57740  AT3G57750  AT3G57760  AT3G59750  AT4G00300  AT4G00955  AT4G02410  MEKK3  AT4G08850  AT4G20460  CRK24  AT4G24970  MEK1  AT4G28350  AT4G29050  MKK2  DGK7  AT4G33770  CST  LECRKA4.1  LECRKA4.2  AT5G01950  AT5G03320  AO  PFA-DSP5  EFR  SK 11  AT5G35370  AT5G35960  AT5G38250  AT5G39020  AT5G39390  AT5G41680  AT5G41730  AT5G51770  AT5G55070  AT5G57035  CRCK1  AT5G59680  AT5G60270  AT5G60310  AT5G62770  AT5G65240  PCC1  WRI1","2"
"34",1.15753835719449e-21,228,2194,1.96927272659066,"GO:0006793 Phosphorus metabolic proc. ","https://amigo.geneontology.org/amigo/term/GO:0006793"," WAKL2  CDPK2  AT1G68330  CRK2  MPK17  CPK6  PERK1  MEKK1  CIPK8  CTR1  SK13  AT5G24430  AT5G38210  TPK1  AT1G03740  PLL5  AT1G11300  AT1G11330  GAPCP-2  AT1G28390  PRS2  AT1G34750  5PTASE11  AT1G48040  ATHAL3B  PANK1  AT1G61430  RK1  DIN9  PIS1  PERK9  PP2A  AT1G70740  AT1G71530  ENO1  CPK30  CRCK3  AT2G20420  NAPRT2  SIP4  CNX2  CIPK22  PP2C5  AT2G45290  RKF3  RGP1  AT3G02360  AT3G04050  APY1  CES101  ATHXK4  NADK1  GFAT  AT3G45040  AT3G49160  FBA8  CPK32  SPP1  AT3G62260  PLDBETA2  CRK41  CRK37  CRK38  CPK31  CPK4  CRK31  PLDGAMMA3  PSD1  AT4G19180  RK3  CRK28  CRK29  SPHK2  SPHK1  CRK6  CRK10  CRK14  CRK15  CRK19  CRK20  AT4G24160  CBSX5  AT4G31860  THY-2  ASE2  CPK5  FBA4  MTM2  AT5G04980  AT5G09890  CPK7  G6PD2  CRLK2  DRT101  PGL5  AT5G38990  GDPD2  WNK8  AT5G42440  AT5G44290  QS  ACD5  CRLK1  AT5G56350  PSD2  Mik  AT5G59700  AT5G64090  CPK28  MAPKKK13  AT1G51850  SERK1  RIPK  PI4K GAMMA 4  CERK1  RIN4  MPK3  MAPKKK20  MPK4  AT4G22305  SD2-5  AT5G25440  AT5G49760  ERS2  PFA-DSP1  AT1G06840  AT1G11050  APK2A  ABA3  GER2  WAK1  WAK2  AT1G26970  AT1G34300  AT1G34420  AT1G35710  AT1G36990  AT1G51790  IOS1  AT1G51820  AT1G51860  RSH3  AT1G56130  AT1G65250  AT1G66920  AT1G67470  AT1G69910  AT1G70130  CRK3  GER1  HMG1  AT1G78940  RFO1  PSKR1  SERK4  Kin3  IRE1A  AT2G19130  AT2G23450  AT2G28940  AT2G31390  AP4.3A  ADK  RLK  ERS1  GLCAK  LYK2  AT3G02880  EIN4  TK1a  AT3G14840  AT3G15680  AT3G17410  GPK1  MKK5  AT3G24715  AT3G28450  AT3G45330  AT3G46280  AT3G56600  AT3G57640  AT3G57700  AT3G57730  AT3G57740  AT3G57750  AT3G57760  AT3G59750  AT4G00300  AT4G00955  AT4G02410  MEKK3  AT4G08850  AT4G20460  CRK24  AT4G24970  MEK1  AT4G28350  AT4G29050  MKK2  DGK7  AT4G33770  CST  LECRKA4.1  LECRKA4.2  AT5G01950  AT5G03320  AO  PFA-DSP5  EFR  SK 11  AT5G35370  AT5G35960  AT5G38250  AT5G39020  AT5G39390  AT5G41680  AT5G41730  AT5G51770  AT5G55070  AT5G57035  CRCK1  AT5G59680  AT5G60270  AT5G60310  AT5G62770  AT5G65240  PCC1  WRI1","2"
